article_id,title,company_name_raw,company_key,company_matched,company_match_method,company_match_score,published_date_raw,published_date_clean,date_status,pub_year,pub_quarter,pub_month,category_raw,category_std,revenue_raw,arr_usd,arr_status,currency_detected,summary,url,author,word_count,_source_row_number,_source_file,_loaded_at
ART0181,Cloudflare Announces Breakthrough in Large Language Models,Cloudflare,Cloudflare,True,exact,100.0,2020-01-14T00:00:00Z,2020-01-14,parsed,2020,1,1,Software,SOFTWARE,$370.5M - $409.5M,390000000,parsed,USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/181,John Smith,2263.0,181,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0182,Amazon Web Services Raises Series D Funding Round,Amazon Web Services,Amazon Web Services,True,exact,100.0,2020-07-16T00:00:00Z,2020-07-16,parsed,2020,3,7,Cloud Computing,CLOUD,,,missing,,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/182,Sam Wilson,1496.0,182,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0183,NVIDIA Expands into European Market,NVIDIA,NVIDIA,True,exact,100.0,2023-11-01,2023-11-01,parsed,2023,4,11,Artificial Intelligence,AI_ML,,,missing,,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/183,John Smith,838.0,183,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0184,Cloudflare CEO Discusses Future of AI,Cloudflare,Cloudflare,True,exact,100.0,13-08-2023,2023-08-13,parsed,2023,3,8,Enterprise Software,SOFTWARE,$1.260B,1260000000,parsed,USD,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/184,,690.0,184,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0185,Google DeepMind Achieves Profitability Milestone,Google DeepMind,Google DeepMind,True,exact,100.0,2021-07-28T00:00:00Z,2021-07-28,parsed,2021,3,7,Enterprise Software,SOFTWARE,$340.0M,340000000,parsed,USD,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/185,Jane Doe,2131.0,185,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0186,Google DeepMind Expands into European Market,Google DeepMind,Google DeepMind,True,exact,100.0,2020-11-28T00:00:00Z,2020-11-28,parsed,2020,4,11,FinTech,FINTECH,"£137,795,276",175000001,parsed,GBP,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/186,Jane Doe,821.0,186,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0187,MongoDB Unveils Next-Generation Platform,MongoDB,MongoDB,True,exact,100.0,2021-12-09,2021-12-09,parsed,2021,4,12,AI & ML,AI_ML,990.0M USD,990000000,parsed,USD,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/187,,1836.0,187,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0188,OpenAI Achieves Profitability Milestone,OpenAI,OpenAI,True,exact,100.0,"July 13, 2021",2021-07-13,parsed,2021,3,7,InfoSec,SECURITY,240.0M USD,240000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/188,Sam Wilson,,188,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0189,DataRobot Expands into European Market,DataRobot,DataRobot,True,exact,100.0,19 May 2021,2021-05-19,parsed,2021,2,5,Machine Learning,AI_ML,"£192,913,386",245000000,parsed,GBP,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/189,Alex Johnson,521.0,189,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0190,Snowflake Partners with Major Enterprise Client,Snowflake,Snowflake,True,exact,100.0,07-01-2022,2022-07-01,parsed,2022,3,7,AI & ML,AI_ML,,,missing,,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/190,John Smith,,190,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0191,Elastic Raises Series D Funding Round,Elastic,Elastic,True,exact,100.0,2023-05-07T00:00:00Z,2023-05-07,parsed,2023,2,5,Data Analytics,DATA_ANALYTICS,,,missing,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/191,,1494.0,191,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0192,Confluent Releases Open Source Framework,Confluent,Confluent,True,exact,100.0,13 Dec 2020,2020-12-13,parsed,2020,4,12,Big Data,DATA_ANALYTICS,"¥51,000,000,000",340000000,parsed,JPY,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/192,John Smith,1630.0,192,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0193,SpaceX Expands into European Market,SpaceX,SpaceX,True,exact,100.0,2022-09-18,2022-09-18,parsed,2022,3,9,Analytics,DATA_ANALYTICS,,,missing,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/193,Alex Johnson,,193,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0194,Uber Acquires Competitor for Undisclosed Sum,Uber,Uber,True,exact,100.0,"June 24, 2023",2023-06-24,parsed,2023,2,6,Data Analytics,DATA_ANALYTICS,Not disclosed,,not_disclosed,,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/194,,1786.0,194,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0195,Amazon Web Services CEO Discusses Future of AI,Amazon Web Services,Amazon Web Services,True,exact,100.0,15-10-2021,2021-10-15,parsed,2021,4,10,InfoSec,SECURITY,Not disclosed,,not_disclosed,,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/195,Alex Johnson,2809.0,195,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0196,Tesla Faces Regulatory Scrutiny,Tesla,Tesla,True,exact,100.0,01/22/2023,2023-01-22,parsed,2023,1,1,Software,SOFTWARE,Not disclosed,,not_disclosed,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/196,John Smith,2175.0,196,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0197,Cloudflare Launches New AI-Powered Product,Cloudflare,Cloudflare,True,exact,100.0,21-07-2023,2023-07-21,parsed,2023,3,7,FinTech,FINTECH,,,missing,,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/197,Sam Wilson,2213.0,197,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0198,Elastic Announces Breakthrough in Large Language Models,Elastic,Elastic,True,exact,100.0,06 Jan 2022,2022-01-06,parsed,2022,1,1,Software,SOFTWARE,$1.010B,1010000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/198,,681.0,198,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0199,Confluent Achieves Profitability Milestone,Confluent,Confluent,True,exact,100.0,19 Oct 2023,2023-10-19,parsed,2023,4,10,Big Data,DATA_ANALYTICS,$980.0M,980000000,parsed,USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/199,Jane Doe,2624.0,199,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0200,Elastic Faces Regulatory Scrutiny,Elastic,Elastic,True,exact,100.0,2023-11-09T00:00:00Z,2023-11-09,parsed,2023,4,11,FinTech,FINTECH,"€1,136,363,636",1250000000,parsed,EUR,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/200,Sam Wilson,2203.0,200,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0201,Google DeepMind Raises Series D Funding Round,Google DeepMind,Google DeepMind,True,exact,100.0,17-10-2020,2020-10-17,parsed,2020,4,10,Finance,FINTECH,Not disclosed,,not_disclosed,,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/201,John Smith,2353.0,201,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0202,Stripe Raises Series D Funding Round,Stripe,Stripe,True,exact,100.0,2021-09-06,2021-09-06,parsed,2021,3,9,AI & ML,AI_ML,$1.380B,1380000000,parsed,USD,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/202,Jane Doe,1855.0,202,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0203,Elastic CEO Discusses Future of AI,Elastic,Elastic,True,exact,100.0,08/04/2022,2022-08-04,parsed,2022,3,8,Big Data,DATA_ANALYTICS,,,missing,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/203,,2341.0,203,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0204,Confluent CEO Discusses Future of AI,Confluent,Confluent,True,exact,100.0,2022-03-07,2022-03-07,parsed,2022,1,3,Cloud Services,CLOUD,$570.0M - $630.0M,600000000,parsed,USD,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/204,Alex Johnson,2374.0,204,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0205,Meta AI Expands into European Market,Meta AI,Meta AI,True,exact,100.0,"October 05, 2023",2023-10-05,parsed,2023,4,10,SaaS,SOFTWARE,,,missing,,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/205,Alex Johnson,1206.0,205,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0206,Snowflake Faces Regulatory Scrutiny,Snowflake,Snowflake,True,exact,100.0,2023-04-23,2023-04-23,parsed,2023,2,4,Cloud Computing,CLOUD,$2520.0 million,2520000000,parsed,USD,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/206,,2091.0,206,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0207,SpaceX Faces Regulatory Scrutiny,SpaceX,SpaceX,True,exact,100.0,2020-10-09T00:00:00Z,2020-10-09,parsed,2020,4,10,Big Data,DATA_ANALYTICS,$2600.0 million,2600000000,parsed,USD,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/207,Alex Johnson,719.0,207,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0208,Airbnb Announces Breakthrough in Large Language Models,Airbnb,Airbnb,True,exact,100.0,09/19/2022,2022-09-19,parsed,2022,3,9,Cloud Services,CLOUD,,,missing,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/208,Sam Wilson,838.0,208,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0209,Confluent Announces Breakthrough in Large Language Models,Confluent,Confluent,True,exact,100.0,27-03-2021,2021-03-27,parsed,2021,1,3,Artificial Intelligence,AI_ML,"¥58,500,000,000",390000000,parsed,JPY,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/209,,2528.0,209,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0210,Elastic Releases Open Source Framework,Elastic,Elastic,True,exact,100.0,2020-08-19T00:00:00Z,2020-08-19,parsed,2020,3,8,AI & ML,AI_ML,"¥105,000,000,000",700000000,parsed,JPY,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/210,Jane Doe,919.0,210,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0211,Scale AI Reports Record Revenue Growth,Scale AI,Scale AI,True,exact,100.0,2021-09-01,2021-09-01,parsed,2021,3,9,Security,SECURITY,$305.0M,305000000,parsed,USD,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/211,,1936.0,211,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0212,DataRobot Achieves Profitability Milestone,DataRobot,DataRobot,True,exact,100.0,05/26/2022,2022-05-26,parsed,2022,2,5,Cloud Computing,CLOUD,$299.2M - $330.8M,315000000,parsed,USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/212,,1825.0,212,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0213,Snowflake Expands into European Market,Snowflake,Snowflake,True,exact,100.0,18-03-2023,2023-03-18,parsed,2023,1,3,SaaS,SOFTWARE,$2.350 billion,2350000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/213,Jane Doe,1043.0,213,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0214,NVIDIA Launches New AI-Powered Product,NVIDIA,NVIDIA,True,exact,100.0,27-12-2023,2023-12-27,parsed,2023,4,12,FinTech,FINTECH,,,missing,,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/214,John Smith,881.0,214,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0215,Uber Releases Open Source Framework,Uber,Uber,True,exact,100.0,23 Jul 2021,2021-07-23,parsed,2021,3,7,Analytics,DATA_ANALYTICS,Not disclosed,,not_disclosed,,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/215,,2259.0,215,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0216,Tesla Partners with Major Enterprise Client,Tesla,Tesla,True,exact,100.0,03-07-2021,2021-03-07,parsed,2021,1,3,Finance,FINTECH,Not disclosed,,not_disclosed,,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/216,John Smith,,216,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0217,Scale AI Partners with Major Enterprise Client,Scale AI,Scale AI,True,exact,100.0,2020-02-03,2020-02-03,parsed,2020,1,2,Cloud,CLOUD,$100.0 million,100000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/217,Alex Johnson,1622.0,217,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0218,Google DeepMind Achieves Profitability Milestone,Google DeepMind,Google DeepMind,True,exact,100.0,08-01-2022,2022-08-01,parsed,2022,3,8,Machine Learning,AI_ML,Not disclosed,,not_disclosed,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/218,,2258.0,218,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0219,Scale AI Raises Series D Funding Round,Scale AI,Scale AI,True,exact,100.0,2023-12-12,2023-12-12,parsed,2023,4,12,AI/ML,AI_ML,$722.0M - $798.0M,760000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/219,Sam Wilson,,219,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0220,Stripe Raises Series D Funding Round,Stripe,Stripe,True,exact,100.0,14 May 2022,2022-05-14,parsed,2022,2,5,Cloud Computing,CLOUD,$1.820B,1820000000,parsed,USD,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/220,Alex Johnson,1725.0,220,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0221,Microsoft CEO Discusses Future of AI,Microsoft,Microsoft,True,exact,100.0,29 Sep 2020,2020-09-29,parsed,2020,3,9,Cloud Computing,CLOUD,"¥6,675,000,000,000",44500000000,parsed,JPY,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/221,,1120.0,221,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0222,SpaceX Faces Regulatory Scrutiny,SpaceX,SpaceX,True,exact,100.0,"November 07, 2023",2023-11-07,parsed,2023,4,11,Cloud Services,CLOUD,"£6,692,913,386",8500000000,parsed,GBP,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/222,Jane Doe,845.0,222,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0223,NVIDIA Releases Open Source Framework,NVIDIA,NVIDIA,True,exact,100.0,2023-05-15T00:00:00Z,2023-05-15,parsed,2023,2,5,Finance,FINTECH,$34200.0M - $37800.0M,36000000000,parsed,USD,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/223,,2104.0,223,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0224,Snowflake Achieves Profitability Milestone,Snowflake,Snowflake,True,exact,100.0,04/21/2020,2020-04-21,parsed,2020,2,4,InfoSec,SECURITY,$589.0M - $651.0M,620000000,parsed,USD,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/224,Alex Johnson,1040.0,224,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0225,Uber Faces Regulatory Scrutiny,Uber,Uber,True,exact,100.0,11-05-2022,2022-11-05,parsed,2022,4,11,Software,SOFTWARE,"$25,000,000,000",25000000000,parsed,USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/225,Jane Doe,,225,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0226,Anthropic CEO Discusses Future of AI,Anthropic,Anthropic,True,exact,100.0,03-11-2022,2022-03-11,parsed,2022,1,3,SaaS,SOFTWARE,$90.2M - $99.8M,95000000,parsed,USD,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/226,,842.0,226,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0227,Snowflake Raises Series D Funding Round,Snowflake,Snowflake,True,exact,100.0,11/13/2022,2022-11-13,parsed,2022,4,11,Cloud Computing,CLOUD,N/A,,missing,,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/227,Jane Doe,,227,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0228,SpaceX Raises Series D Funding Round,SpaceX,SpaceX,True,exact,100.0,2022-07-17T00:00:00Z,2022-07-17,parsed,2022,3,7,Artificial Intelligence,AI_ML,"$6,100,000,000",6100000000,parsed,USD,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/228,Jane Doe,1171.0,228,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0229,Cloudflare Acquires Competitor for Undisclosed Sum,Cloudflare,Cloudflare,True,exact,100.0,2022-12-07T00:00:00Z,2022-12-07,parsed,2022,4,12,Financial Technology,FINTECH,Not disclosed,,not_disclosed,,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/229,Alex Johnson,1577.0,229,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0230,Confluent Achieves Profitability Milestone,Confluent,Confluent,True,exact,100.0,"June 06, 2020",2020-06-06,parsed,2020,2,6,Security,SECURITY,"€259,090,909",285000000,parsed,EUR,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/230,Alex Johnson,2850.0,230,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0231,Meta AI Reports Record Revenue Growth,Meta AI,Meta AI,True,exact,100.0,2022-11-08,2022-11-08,parsed,2022,4,11,Artificial Intelligence,AI_ML,"£889,763,780",1130000001,parsed,GBP,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/231,Jane Doe,644.0,231,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0232,Elastic Unveils Next-Generation Platform,Elastic,Elastic,True,exact,100.0,"September 04, 2023",2023-09-04,parsed,2023,3,9,FinTech,FINTECH,$1.200B,1200000000,parsed,USD,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/232,Alex Johnson,715.0,232,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0233,Amazon Web Services Reports Record Revenue Growth,Amazon Web Services,Amazon Web Services,True,exact,100.0,2022-11-22,2022-11-22,parsed,2022,4,11,Big Data,DATA_ANALYTICS,"€73,636,363,636",81000000000,parsed,EUR,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/233,,2011.0,233,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0234,Tesla Expands into European Market,Tesla,Tesla,True,exact,100.0,28-02-2023,2023-02-28,parsed,2023,1,2,FinTech,FINTECH,"£64,566,929,134",82000000000,parsed,GBP,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/234,Jane Doe,539.0,234,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0235,Stripe Announces Breakthrough in Large Language Models,Stripe,Stripe,True,exact,100.0,"September 08, 2023",2023-09-08,parsed,2023,3,9,Finance,FINTECH,,,missing,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/235,,679.0,235,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0236,NVIDIA Releases Open Source Framework,NVIDIA,NVIDIA,True,exact,100.0,25 Apr 2022,2022-04-25,parsed,2022,2,4,Analytics,DATA_ANALYTICS,$16910.0M - $18690.0M,17800000000,parsed,USD,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/236,,806.0,236,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0237,Confluent Faces Regulatory Scrutiny,Confluent,Confluent,True,exact,100.0,"May 07, 2020",2020-05-07,parsed,2020,2,5,Cloud Computing,CLOUD,"€259,090,909",285000000,parsed,EUR,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/237,Alex Johnson,1330.0,237,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0238,Microsoft Faces Regulatory Scrutiny,Microsoft,Microsoft,True,exact,100.0,08/11/2020,2020-08-11,parsed,2020,3,8,AI & ML,AI_ML,,,missing,,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/238,Alex Johnson,1350.0,238,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0239,Palantir Expands into European Market,Palantir,Palantir,True,exact,100.0,06-08-2022,2022-06-08,parsed,2022,2,6,AI & ML,AI_ML,"€1,409,090,909",1550000000,parsed,EUR,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/239,John Smith,1957.0,239,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0240,Uber Releases Open Source Framework,Uber,Uber,True,exact,100.0,10 Apr 2020,2020-04-10,parsed,2020,2,4,Finance,FINTECH,"£8,031,496,063",10200000000,parsed,GBP,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/240,,1523.0,240,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0241,Meta AI Partners with Major Enterprise Client,Meta AI,Meta AI,True,exact,100.0,07/27/2020,2020-07-27,parsed,2020,3,7,AI & ML,AI_ML,$165.0M,165000000,parsed,USD,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/241,Alex Johnson,844.0,241,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0242,Confluent Faces Regulatory Scrutiny,Confluent,Confluent,True,exact,100.0,2021-06-14,2021-06-14,parsed,2021,2,6,AI/ML,AI_ML,$455.0M,455000000,parsed,USD,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/242,Sam Wilson,,242,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0243,Confluent CEO Discusses Future of AI,Confluent,Confluent,True,exact,100.0,"March 19, 2022",2022-03-19,parsed,2022,1,3,AI/ML,AI_ML,$600.0M,600000000,parsed,USD,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/243,Alex Johnson,1108.0,243,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0244,Anthropic Faces Regulatory Scrutiny,Anthropic,Anthropic,True,exact,100.0,2023-06-22T00:00:00Z,2023-06-22,parsed,2023,2,6,FinTech,FINTECH,,,missing,,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/244,Alex Johnson,2217.0,244,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0245,Tesla Achieves Profitability Milestone,Tesla,Tesla,True,exact,100.0,12/12/2022,2022-12-12,parsed,2022,4,12,Software,SOFTWARE,Not disclosed,,not_disclosed,,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/245,,1607.0,245,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0246,Amazon Web Services Announces Breakthrough in Large Language Models,Amazon Web Services,Amazon Web Services,True,exact,100.0,2021-10-15T00:00:00Z,2021-10-15,parsed,2021,4,10,FinTech,FINTECH,"¥9,750,000,000,000",65000000000,parsed,JPY,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/246,Alex Johnson,1453.0,246,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0247,Amazon Web Services Raises Series D Funding Round,Amazon Web Services,Amazon Web Services,True,exact,100.0,22 May 2021,2021-05-22,parsed,2021,2,5,FinTech,FINTECH,$58000.0 million,58000000000,parsed,USD,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/247,Jane Doe,1969.0,247,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0248,Confluent Announces Breakthrough in Large Language Models,Confluent,Confluent,True,exact,100.0,11 Dec 2023,2023-12-11,parsed,2023,4,12,Analytics,DATA_ANALYTICS,Not disclosed,,not_disclosed,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/248,Sam Wilson,,248,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0249,Anthropic Reports Record Revenue Growth,Anthropic,Anthropic,True,exact,100.0,05/17/2023,2023-05-17,parsed,2023,2,5,AI/ML,AI_ML,$380.0 million,380000000,parsed,USD,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/249,,1825.0,249,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0250,Anthropic Announces Breakthrough in Large Language Models,Anthropic,Anthropic,True,exact,100.0,2020-10-29T00:00:00Z,2020-10-29,parsed,2020,4,10,Cloud Computing,CLOUD,"€10,909,091",12000000,parsed,EUR,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/250,,913.0,250,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0251,Stripe Expands into European Market,Stripe,Stripe,True,exact,100.0,10/22/2021,2021-10-22,parsed,2021,4,10,Cloud,CLOUD,$1.550B,1550000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/251,,2049.0,251,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0252,Snowflake Unveils Next-Generation Platform,Snowflake,Snowflake,True,exact,100.0,11-11-2023,2023-11-11,parsed,2023,4,11,Cloud Computing,CLOUD,$2800.0 million,2800000000,parsed,USD,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/252,Alex Johnson,1404.0,252,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0253,Scale AI Faces Regulatory Scrutiny,Scale AI,Scale AI,True,exact,100.0,"August 01, 2020",2020-08-01,parsed,2020,3,8,Cloud Computing,CLOUD,"€122,727,273",135000000,parsed,EUR,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/253,,863.0,253,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0254,Scale AI Unveils Next-Generation Platform,Scale AI,Scale AI,True,exact,100.0,"November 18, 2021",2021-11-18,parsed,2021,4,11,AI/ML,AI_ML,$340.0M,340000000,parsed,USD,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/254,John Smith,,254,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0255,Palantir Unveils Next-Generation Platform,Palantir,Palantir,True,exact,100.0,05/09/2022,2022-05-09,parsed,2022,2,5,Cybersecurity,SECURITY,N/A,,missing,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/255,Sam Wilson,,255,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0256,Anthropic Expands into European Market,Anthropic,Anthropic,True,exact,100.0,11-02-2020,2020-11-02,parsed,2020,4,11,Financial Technology,FINTECH,N/A,,missing,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/256,John Smith,881.0,256,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0257,Stripe Faces Regulatory Scrutiny,Stripe,Stripe,True,exact,100.0,"June 10, 2023",2023-06-10,parsed,2023,2,6,AI/ML,AI_ML,"$2,600,000,000",2600000000,parsed,USD,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/257,Alex Johnson,1278.0,257,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0258,SpaceX Unveils Next-Generation Platform,SpaceX,SpaceX,True,exact,100.0,08 Feb 2023,2023-02-08,parsed,2023,1,2,Software,SOFTWARE,$7.000B,7000000000,parsed,USD,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/258,Sam Wilson,2510.0,258,tech_news.csv,2026-08-22T21:58:37.269504+00:00
